month,exercise_name,total_sets,total_volume_kg,avg_weight_kg,best_1rm_kg
2022-10-01,Chest Press (Machine),3,1040.0,40.0,52.0
2022-10-01,Hammer Curl (Dumbbell),9,1404.0,12.0,17.6
2022-10-01,Hip Abductor (Machine),9,13920.0,72.5,125.7
2022-10-01,Hip Adductor (Machine),12,24598.0,103.3,198.0
2022-10-01,Hip Thrust (Barbell),3,2400.0,56.7,86.0
2022-10-01,Incline Bench Press (Dumbbell),5,1576.0,30.8,51.6
2022-10-01,Incline Curl (Dumbbell),7,1220.0,12.9,20.5
2022-10-01,Lat Pulldown (Cable),24,20910.0,81.7,129.0
2022-10-01,Lateral Raise (Cable),9,990.0,7.5,11.5
2022-10-01,Lateral Raise (Dumbbell),6,938.0,10.7,16.8
2022-10-01,Leg Extension (Machine),6,7280.0,68.8,116.0
2022-10-01,Reverse Fly (Machine),3,2593.0,50.8,82.3
2022-10-01,Romanian Deadlift (Barbell),9,8550.0,62.2,114.7
2022-10-01,Seated Leg Curl (Machine),22,18710.0,55.8,101.8
2022-10-01,Seated Leg Press (Machine),15,15760.0,86.3,139.3
2022-10-01,Seated Overhead Press (Dumbbell),6,2080.0,26.0,39.9
2022-10-01,Seated Row (Cable),4,3610.0,77.5,117.0
2022-10-01,Seated Row (Machine),18,8425.0,44.4,63.3
2022-10-01,Shoulder Press (Machine),10,5785.0,48.5,71.7
2022-10-01,Shrug (Barbell),3,1274.0,26.0,40.7
2022-10-01,Shrug (Dumbbell),9,4758.0,26.0,46.8
2022-10-01,Skullcrusher (Barbell),3,1307.0,28.7,45.0
2022-10-01,Triceps Pushdown (Cable - Straight Bar),12,6329.0,32.9,55.3
2022-10-01,Upright Row (Cable),12,5043.0,25.0,42.2
2022-11-01,Bench Press (Barbell),18,11045.0,60.6,109.3
2022-11-01,Bicep Curl (Barbell),7,2592.0,28.8,44.8
2022-11-01,Bicep Curl (Machine),6,3999.0,55.8,81.3
2022-11-01,Cable Crossover,3,525.0,14.2,22.5
2022-11-01,Chest Dip,8,1580.0,13.8,30.0
2022-11-01,Chest Fly,3,2650.0,66.7,99.7
2022-11-01,Hammer Curl (Dumbbell),6,748.0,12.7,18.7
2022-11-01,Hip Abductor (Machine),3,4495.0,72.5,125.7
2022-11-01,Hip Adductor (Machine),3,5850.0,97.5,170.8
2022-11-01,Incline Bench Press (Dumbbell),5,1772.0,28.4,45.9
2022-11-01,Iso-Lateral Row (Machine),4,1890.0,41.3,60.0
2022-11-01,Lat Pulldown (Cable),12,11610.0,82.5,132.0
2022-11-01,Lateral Raise (Cable),9,1020.0,7.5,11.8
2022-11-01,Leg Extension (Machine),3,3480.0,72.5,113.6
2022-11-01,Lying Leg Curl (Machine),5,3648.0,53.0,80.5
2022-11-01,Overhead Press (Dumbbell),6,1488.0,24.0,33.6
2022-11-01,Pull Up,4,220.0,7.5,13.0
2022-11-01,Romanian Deadlift (Barbell),10,8415.0,57.0,110.0
2022-11-01,Seated Leg Curl (Machine),10,8143.0,57.0,95.3
2022-11-01,Seated Leg Press (Machine),16,17788.0,86.6,164.0
2022-11-01,Seated Row (Machine),8,7108.0,80.3,113.3
2022-11-01,Shoulder Press (Machine),7,3485.0,44.3,66.0
2022-11-01,Shrug (Dumbbell),3,1320.0,22.0,36.7
2022-11-01,T Bar Row,4,1900.0,32.5,56.0
2022-11-01,Triceps Pushdown (Cable - Straight Bar),12,6605.0,31.3,52.0
2022-11-01,Upright Row (Cable),14,5707.0,26.9,44.1
2022-12-01,Back Extension,6,870.0,8.3,16.3
2022-12-01,Bench Press (Barbell),17,9700.0,60.0,106.7
2022-12-01,Bicep Curl (Barbell),12,4539.0,29.1,46.9
2022-12-01,Bicep Curl (Machine),4,2407.0,54.9,79.6
2022-12-01,Cable Crossover,3,573.0,13.3,22.0
2022-12-01,Chest Dip,11,1550.0,9.5,29.3
2022-12-01,Hammer Curl (Dumbbell),6,756.0,12.0,16.8
2022-12-01,Hip Abductor (Machine),4,5970.0,71.9,135.3
2022-12-01,Hip Adductor (Machine),3,5898.0,100.0,170.8
2022-12-01,Incline Bench Press (Dumbbell),5,1646.0,29.2,45.9
2022-12-01,Iso-Lateral Row (Machine),12,5755.0,39.6,60.0
2022-12-01,Lat Pulldown (Cable),21,16630.0,76.2,123.0
2022-12-01,Lateral Raise (Cable),12,1291.0,7.6,12.3
2022-12-01,Leg Extension (Machine),6,7335.0,76.3,133.3
2022-12-01,Lying Leg Curl (Machine),3,2440.0,50.0,80.5
2022-12-01,Pullover (Machine),3,1265.0,28.8,44.1
2022-12-01,Romanian Deadlift (Barbell),9,7140.0,51.1,105.0
2022-12-01,Seated Leg Curl (Machine),12,10588.0,56.9,104.0
2022-12-01,Seated Leg Press (Machine),15,18480.0,87.0,153.8
2022-12-01,Seated Overhead Press (Dumbbell),11,2782.0,22.4,33.6
2022-12-01,Seated Row (Cable),4,2860.0,62.5,93.3
2022-12-01,Shrug (Dumbbell),6,2652.0,22.0,43.2
2022-12-01,Squat (Smith Machine),4,1110.0,27.5,60.0
2022-12-01,Triceps Extension,3,988.0,20.0,32.6
2022-12-01,Triceps Extension (Cable),7,2310.0,21.4,38.3
2022-12-01,Triceps Pushdown (Cable - Straight Bar),3,1525.0,31.3,49.8
2022-12-01,Upright Row (Cable),7,2796.0,26.2,41.5
2023-01-01,Back Extension,12,2110.0,10.0,16.7
2023-01-01,Bench Press (Barbell),18,11205.0,63.1,106.7
2023-01-01,Bicep Curl (Barbell),15,6106.0,30.8,47.2
2023-01-01,Bicep Curl (Machine),12,8159.0,55.3,92.0
2023-01-01,Cable Crossover,6,1255.0,14.6,22.5
2023-01-01,Chest Dip,9,2895.0,21.1,36.7
2023-01-01,Chest Fly,3,2730.0,65.0,99.7
2023-01-01,Hammer Curl (Dumbbell),15,1902.0,11.7,19.6
2023-01-01,Hip Abductor (Machine),3,4328.0,73.3,125.7
2023-01-01,Hip Adductor (Machine),3,6355.0,102.5,177.7
2023-01-01,Incline Bench Press (Dumbbell),20,7086.0,30.2,51.6
2023-01-01,Incline Curl (Dumbbell),4,576.0,12.0,17.6
2023-01-01,Lat Pulldown (Cable),40,33470.0,77.3,126.0
2023-01-01,Lateral Raise (Cable),12,1354.0,7.6,11.7
2023-01-01,Lateral Raise (Dumbbell),6,940.0,10.0,16.0
2023-01-01,Leg Extension (Machine),9,11780.0,83.9,134.2
2023-01-01,Leg Press,9,23130.0,160.0,293.3
2023-01-01,Lunge (Dumbbell),12,2194.0,15.3,25.2
2023-01-01,Lying Leg Curl (Machine),9,6203.0,51.1,80.5
2023-01-01,Overhead Press (Dumbbell),6,1734.0,23.0,34.5
2023-01-01,Pullover (Machine),3,1885.0,32.5,54.2
2023-01-01,Reverse Fly (Machine),3,2900.0,50.0,83.3
2023-01-01,Romanian Deadlift (Barbell),21,17835.0,57.6,110.0
2023-01-01,Seated Leg Curl (Machine),30,26468.0,56.7,101.3
2023-01-01,Seated Leg Press (Machine),25,34350.0,95.3,165.0
2023-01-01,Seated Overhead Press (Dumbbell),10,2176.0,24.6,34.4
2023-01-01,Seated Row (Cable),30,25050.0,66.3,106.7
2023-01-01,Seated Row (Machine),4,3205.0,78.1,109.3
2023-01-01,Shoulder Press (Machine),6,3485.0,46.7,71.7
2023-01-01,Shrug (Dumbbell),15,7250.0,24.4,44.2
2023-01-01,Skullcrusher (Barbell),3,1366.0,28.7,45.0
2023-01-01,Triceps Extension,9,2658.0,18.3,32.6
2023-01-01,Triceps Pushdown (Cable - Straight Bar),9,4700.0,31.5,52.1
2023-01-01,Upright Row (Cable),6,2761.0,27.5,46.0
2023-02-01,Bench Press (Barbell),16,11135.0,60.9,107.3
2023-02-01,Bicep Curl (Barbell),4,1461.0,30.8,44.8
2023-02-01,Cable Crossover,8,1489.0,12.7,24.9
2023-02-01,Chest Dip,8,2125.0,18.8,38.3
2023-02-01,Hip Abductor (Machine),3,4495.0,72.5,125.7
2023-02-01,Hip Adductor (Machine),3,6450.0,107.5,183.3
2023-02-01,Incline Bench Press (Dumbbell),5,1604.0,31.2,50.4
2023-02-01,Incline Curl (Dumbbell),8,1080.0,12.0,17.6
2023-02-01,Lat Pulldown (Cable),8,6250.0,78.8,122.7
2023-02-01,Lateral Raise (Cable),6,690.0,7.5,11.5
2023-02-01,Lateral Raise (Dumbbell),8,864.0,7.0,12.8
2023-02-01,Leg Extension (Machine),6,9500.0,85.0,142.9
2023-02-01,Lunge (Dumbbell),9,1976.0,18.2,27.3
2023-02-01,Lying Leg Curl (Machine),7,4583.0,53.6,80.5
2023-02-01,Pull Up,5,500.0,10.0,20.0
2023-02-01,Pullover (Machine),3,1690.0,32.5,52.0
2023-02-01,Romanian Deadlift (Barbell),5,4120.0,62.0,98.0
2023-02-01,Seated Leg Curl (Machine),9,8673.0,62.2,103.5
2023-02-01,Seated Leg Press (Machine),15,23603.0,95.5,164.0
2023-02-01,Seated Overhead Press (Dumbbell),11,3168.0,24.4,36.8
2023-02-01,Seated Row (Cable),13,11010.0,66.2,107.3
2023-02-01,Shoulder Press (Machine),3,1865.0,48.3,70.5
2023-02-01,Shrug (Dumbbell),9,4810.0,26.0,45.9
2023-02-01,Triceps Extension,3,893.0,17.5,27.4
2023-02-01,Triceps Extension (Cable),3,1086.0,20.4,34.7
2023-02-01,Triceps Pushdown (Cable - Straight Bar),6,3139.0,31.9,54.2
2023-02-01,Upright Row (Cable),6,2689.0,28.1,44.1
2023-03-01,Back Extension,6,1080.0,10.0,16.7
2023-03-01,Bench Press (Barbell),18,10620.0,60.0,106.7
2023-03-01,Cable Crossover,13,2360.0,13.5,22.0
2023-03-01,Chest Dip,10,2280.0,18.0,33.3
2023-03-01,Crunch (Machine),9,9605.0,56.1,100.0
2023-03-01,Incline Bench Press (Dumbbell),5,1724.0,29.6,48.7
2023-03-01,Incline Curl (Dumbbell),15,2100.0,11.2,18.4
2023-03-01,Knee Raise (Captain's Chair),3,0.0,0.0,0.0
2023-03-01,Lateral Raise (Cable),10,990.0,7.5,11.5
2023-03-01,Leg Extension (Machine),3,2318.0,45.0,83.3
2023-03-01,Leg Press,3,1333.0,40.0,56.7
2023-03-01,Lunge (Dumbbell),9,1880.0,19.8,28.0
2023-03-01,Lying Leg Curl (Machine),12,7470.0,50.0,80.5
2023-03-01,Pull Up,14,680.0,4.6,20.0
2023-03-01,Pullover (Machine),6,3384.0,30.5,54.2
2023-03-01,Reverse Fly (Machine),9,7288.0,44.2,76.7
2023-03-01,Romanian Deadlift (Barbell),12,10800.0,60.8,107.3
2023-03-01,Seated Calf Raise (Plate Loaded),3,1560.0,30.0,49.0
2023-03-01,Seated Leg Curl (Machine),7,6155.0,61.1,103.5
2023-03-01,Seated Leg Press (Machine),18,22728.0,90.8,150.3
2023-03-01,Seated Overhead Press (Dumbbell),15,4088.0,24.8,38.1
2023-03-01,Seated Row (Cable),8,6370.0,63.8,98.0
2023-03-01,Seated Row (Machine),8,6960.0,80.0,112.0
2023-03-01,Shoulder Press (Machine),4,1715.0,37.5,54.7
2023-03-01,Shrug (Dumbbell),9,4386.0,24.7,43.3
2023-03-01,Standing Calf Raise (Machine),4,4600.0,57.5,95.8
2023-03-01,Triceps Extension (Cable),6,1771.0,21.3,32.6
2023-03-01,Triceps Pushdown (Cable - Straight Bar),4,1675.0,30.6,46.6
2023-04-01,Back Extension,6,1200.0,10.0,16.7
2023-04-01,Bench Press (Barbell),12,7375.0,60.4,109.3
2023-04-01,Bicep Curl (Machine),4,2332.0,53.0,76.0
2023-04-01,Cable Crossover,3,754.0,14.5,23.2
2023-04-01,Chest Dip,3,760.0,20.0,31.3
2023-04-01,Chest Press (Machine),3,928.0,33.3,44.4
2023-04-01,Crunch (Machine),6,7550.0,60.4,104.2
2023-04-01,Hip Abductor (Machine),3,3900.0,65.0,112.7
2023-04-01,Hip Adductor (Machine),3,5945.0,102.5,170.8
2023-04-01,Incline Curl (Dumbbell),4,578.0,11.0,18.0
2023-04-01,Knee Raise (Captain's Chair),6,0.0,0.0,0.0
2023-04-01,Lat Pulldown (Cable),9,7900.0,78.9,114.7
2023-04-01,Lateral Raise (Cable),6,750.0,7.5,12.0
2023-04-01,Leg Press,3,1615.0,42.5,60.9
2023-04-01,Lunge (Dumbbell),6,1518.0,21.7,31.5
2023-04-01,Lying Leg Curl (Machine),4,2770.0,53.1,84.3
2023-04-01,Preacher Curl (Barbell),4,991.0,23.3,35.1
2023-04-01,Pull Up,4,300.0,7.5,14.0
2023-04-01,Pullover (Machine),8,4679.0,31.6,54.2
2023-04-01,Reverse Fly (Machine),6,5475.0,44.6,78.0
2023-04-01,Romanian Deadlift (Barbell),10,9100.0,56.0,109.7
2023-04-01,Seated Calf Raise (Plate Loaded),10,6280.0,31.8,56.3
2023-04-01,Seated Leg Curl (Machine),4,3630.0,60.0,104.0
2023-04-01,Seated Leg Press (Machine),8,11793.0,92.5,157.2
2023-04-01,Seated Overhead Press (Dumbbell),4,1208.0,25.5,41.6
2023-04-01,Seated Row (Machine),8,7395.0,82.2,115.5
2023-04-01,Shoulder Press (Machine),4,2290.0,40.0,61.5
2023-04-01,Shrug (Dumbbell),3,1430.0,26.0,42.5
2023-04-01,T Bar Row,4,2065.0,33.8,57.3
2023-04-01,Triceps Pushdown (Cable - Straight Bar),6,3173.0,31.3,52.0
2023-05-01,Bench Press (Barbell),28,15810.0,61.3,109.3
2023-05-01,Bent Over Row (Barbell),4,2740.0,50.0,86.0
2023-05-01,Bicep Curl (Machine),4,3136.0,56.5,86.0
2023-05-01,Cable Crossover,10,2126.0,13.6,23.2
2023-05-01,Chest Fly,9,9915.0,67.2,110.5
2023-05-01,Crunch (Machine),9,9525.0,61.7,106.2
2023-05-01,Incline Bench Press (Dumbbell),10,3282.0,29.8,47.6
2023-05-01,Knee Raise (Captain's Chair),3,0.0,0.0,0.0
2023-05-01,Lat Pulldown (Cable),12,11470.0,82.5,129.0
2023-05-01,Lateral Raise (Cable),3,314.0,7.7,11.5
2023-05-01,Lateral Raise (Dumbbell),13,1756.0,8.2,14.7
2023-05-01,Leg Extension (Machine),15,18575.0,74.7,133.3
2023-05-01,Lying Leg Curl (Machine),3,1080.0,30.0,43.0
2023-05-01,Overhead Press (Dumbbell),4,1398.0,25.5,39.9
2023-05-01,Preacher Curl (Barbell),15,5609.0,24.0,43.2
2023-05-01,Pull Up,9,310.0,4.4,18.5
2023-05-01,Reverse Fly (Machine),6,5190.0,52.1,84.3
2023-05-01,Romanian Deadlift (Barbell),17,14550.0,58.8,107.3
2023-05-01,Seated Calf Raise (Plate Loaded),19,9748.0,27.0,51.0
2023-05-01,Seated Leg Curl (Machine),14,12033.0,61.3,99.7
2023-05-01,Seated Leg Press (Machine),19,22788.0,98.4,160.6
2023-05-01,Seated Overhead Press (Dumbbell),14,3962.0,24.1,37.6
2023-05-01,Seated Row (Cable),8,5860.0,57.5,88.0
2023-05-01,Seated Row (Machine),4,3760.0,80.0,112.0
2023-05-01,Shoulder Press (Machine),3,1630.0,43.3,61.5
2023-05-01,Skullcrusher (Barbell),12,4699.0,26.8,45.9
2023-05-01,Standing Calf Raise (Machine),7,8670.0,61.8,110.5
2023-05-01,T Bar Row,4,2300.0,41.3,63.0
2023-05-01,Triceps Pushdown (Cable - Straight Bar),3,1713.0,31.3,54.2
2023-06-01,Bench Press (Barbell),11,7155.0,63.6,102.5
2023-06-01,Bent Over Row (Barbell),6,4380.0,51.7,88.0
2023-06-01,Bicep Curl (Dumbbell),6,952.0,13.7,20.1
2023-06-01,Deadlift (Barbell),10,8410.0,77.0,122.7
2023-06-01,Face Pull (Cable),3,984.0,17.6,30.0
2023-06-01,Incline Bench Press (Dumbbell),10,3112.0,28.6,45.9
2023-06-01,Lateral Raise (Dumbbell),3,480.0,10.0,16.0
2023-06-01,Leg Extension (Machine),3,3780.0,70.0,116.0
2023-06-01,Preacher Curl (Barbell),3,1107.0,27.0,41.4
2023-06-01,Pull Up,6,470.0,8.3,14.0
2023-06-01,Reverse Fly (Machine),3,2950.0,50.0,83.3
2023-06-01,Romanian Deadlift (Barbell),4,3100.0,67.5,98.0
2023-06-01,Seated Calf Raise (Plate Loaded),13,8250.0,29.2,55.0
2023-06-01,Seated Leg Press (Machine),4,4815.0,100.6,154.0
2023-06-01,Seated Overhead Press (Dumbbell),3,930.0,25.3,36.8
2023-06-01,Seated Row (Cable),3,2690.0,60.0,100.3
2023-06-01,Seated Row (Machine),3,3440.0,80.0,120.0
2023-06-01,Skullcrusher (Barbell),3,1377.0,27.0,44.1
2023-06-01,Squat (Barbell),5,2920.0,52.0,93.3
2023-06-01,Strict Military Press (Barbell),4,1525.0,37.5,58.5
2023-06-01,Triceps Extension,3,893.0,17.5,27.4
2023-07-01,Bench Press (Barbell),28,20083.0,62.0,112.0
2023-07-01,Bent Over Row (Barbell),7,6013.0,58.6,93.8
2023-07-01,Chest Fly,3,3610.0,68.3,109.7
2023-07-01,Deadlift (Barbell),10,8710.0,80.0,126.7
2023-07-01,Face Pull (Cable),3,980.0,17.5,29.2
2023-07-01,Hammer Curl (Dumbbell),6,1008.0,14.0,20.5
2023-07-01,Incline Bench Press (Dumbbell),10,3634.0,29.6,48.0
2023-07-01,Lateral Raise (Cable),6,735.0,7.8,12.8
2023-07-01,Lateral Raise (Dumbbell),3,480.0,8.0,13.3
2023-07-01,Leg Extension (Machine),9,11748.0,69.2,128.0
2023-07-01,Preacher Curl (Barbell),6,2316.0,27.8,43.2
2023-07-01,Pull Up,6,590.0,10.0,14.0
2023-07-01,Reverse Fly (Machine),3,2783.0,52.5,87.5
2023-07-01,Romanian Deadlift (Barbell),8,7300.0,67.5,112.0
2023-07-01,Seated Calf Raise (Plate Loaded),13,8580.0,31.5,65.3
2023-07-01,Seated Leg Press (Machine),12,18778.0,105.0,172.5
2023-07-01,Seated Overhead Press (Dumbbell),6,1910.0,26.7,41.6
2023-07-01,Seated Row (Cable),10,9850.0,72.0,116.7
2023-07-01,Seated Row (Machine),6,5975.0,85.8,121.8
2023-07-01,Skullcrusher (Barbell),6,2817.0,29.1,46.2
2023-07-01,Squat (Barbell),10,6740.0,52.0,100.3
2023-07-01,Strict Military Press (Barbell),12,4488.0,42.3,63.3
2023-07-01,Triceps Extension,9,2916.0,19.8,33.3
2023-08-01,Bench Press (Barbell),15,9710.0,58.7,109.3
2023-08-01,Bent Over Row (Barbell),4,3125.0,60.0,92.0
2023-08-01,Deadlift (Barbell),4,2800.0,75.0,117.0
2023-08-01,Face Pull (Cable),3,858.0,17.5,27.4
2023-08-01,Hammer Curl (Dumbbell),2,298.0,13.0,19.1
2023-08-01,Incline Bench Press (Dumbbell),10,2908.0,28.8,43.7
2023-08-01,Lat Pulldown (Cable),9,7400.0,84.4,120.0
2023-08-01,Lateral Raise (Cable),6,727.0,7.8,12.5
2023-08-01,Lateral Raise (Dumbbell),3,408.0,8.0,12.8
2023-08-01,Leg Extension (Machine),3,3315.0,65.0,104.0
2023-08-01,Overhead Press (Dumbbell),3,624.0,26.0,35.5
2023-08-01,Preacher Curl (Barbell),3,837.0,27.0,38.7
2023-08-01,Pull Up,3,250.0,10.0,13.0
2023-08-01,Romanian Deadlift (Barbell),3,2780.0,66.7,102.7
2023-08-01,Seated Leg Press (Machine),8,12915.0,96.9,172.3
2023-08-01,Seated Overhead Press (Dumbbell),3,702.0,26.0,36.4
2023-08-01,Seated Row (Machine),7,6375.0,82.9,123.0
2023-08-01,Shoulder Press (Machine),3,1875.0,45.0,68.0
2023-08-01,Squat (Barbell),5,2850.0,62.0,88.7
2023-08-01,Triceps Extension,6,1668.0,17.1,28.8
2023-09-01,Bench Press (Barbell),16,9845.0,59.7,106.7
2023-09-01,Bicep Curl (Barbell),6,2277.0,29.9,44.3
2023-09-01,Cable Crossover,3,675.0,15.0,24.0
2023-09-01,Chest Dip,4,890.0,17.5,28.0
2023-09-01,Hack Squat,12,6100.0,44.2,95.7
2023-09-01,Hammer Curl (Dumbbell),13,1910.0,12.6,20.5
2023-09-01,Incline Bench Press (Dumbbell),5,1888.0,28.8,46.9
2023-09-01,Lat Pulldown (Cable),7,6110.0,82.9,120.0
2023-09-01,Lateral Raise (Dumbbell),7,828.0,8.1,14.0
2023-09-01,Leg Extension (Machine),4,4700.0,66.9,122.7
2023-09-01,Overhead Press (Dumbbell),5,1222.0,23.2,35.5
2023-09-01,Pull Up,3,0.0,0.0,0.0
2023-09-01,Pullover (Machine),3,1208.0,28.8,44.1
2023-09-01,Romanian Deadlift (Barbell),4,3550.0,65.0,107.3
2023-09-01,Seated Leg Curl (Machine),4,3443.0,60.6,95.8
2023-09-01,Seated Overhead Press (Dumbbell),3,702.0,26.0,35.5
2023-09-01,Seated Row (Cable),8,6180.0,67.5,104.0
2023-09-01,Skullcrusher (Barbell),3,1161.0,27.0,41.4
2023-09-01,Squat (Barbell),3,1020.0,40.0,70.0
2023-09-01,T Bar Row,3,1160.0,30.0,49.0
2023-09-01,Triceps Pushdown (Cable - Straight Bar),6,2705.0,29.4,49.8
2023-09-01,schlitten ziehen,6,750.0,62.5,69.3
2023-10-01,Bench Press (Barbell),17,10410.0,61.8,109.3
2023-10-01,Bicep Curl (Barbell),15,5756.0,31.5,48.0
2023-10-01,Cable Crossover,14,2668.0,13.5,23.5
2023-10-01,Chest Dip,3,690.0,15.0,23.0
2023-10-01,Face Pull (Cable),16,4988.0,17.5,29.8
2023-10-01,Hammer Curl (Dumbbell),12,1410.0,10.0,14.7
2023-10-01,Incline Bench Press (Dumbbell),10,3718.0,30.6,49.9
2023-10-01,Lat Pulldown (Cable),20,18220.0,84.0,129.0
2023-10-01,Lateral Raise (Dumbbell),18,2360.0,10.1,16.8
2023-10-01,Leg Extension (Machine),3,3080.0,60.0,101.8
2023-10-01,Leg Press,6,16880.0,161.7,282.0
2023-10-01,Pullover (Machine),7,3319.0,30.9,50.9
2023-10-01,Romanian Deadlift (Barbell),20,17790.0,65.3,107.5
2023-10-01,Seated Leg Curl (Machine),7,5695.0,57.5,92.0
2023-10-01,Seated Leg Press (Machine),11,18255.0,102.5,172.3
2023-10-01,Seated Overhead Press (Dumbbell),19,5732.0,24.6,40.7
2023-10-01,Seated Row (Cable),10,7210.0,65.0,98.0
2023-10-01,Squat (Barbell),12,7540.0,52.5,93.3
2023-10-01,Triceps Pushdown (Cable - Straight Bar),15,7766.0,32.5,54.2
2023-10-01,Upright Row (Dumbbell),18,2280.0,10.1,16.8
2023-11-01,Bench Press (Barbell),13,8270.0,62.3,106.7
2023-11-01,Bicep Curl (Barbell),3,1248.0,32.0,48.0
2023-11-01,Cable Crossover,4,700.0,12.5,23.0
2023-11-01,Hammer Curl (Dumbbell),3,384.0,12.0,16.4
2023-11-01,Lat Pulldown (Cable),4,3640.0,85.0,126.0
2023-11-01,Lateral Raise (Dumbbell),4,564.0,11.0,16.8
2023-11-01,Pullover (Machine),3,1560.0,32.5,49.8
2023-11-01,Reverse Fly (Machine),3,2800.0,49.2,84.0
2023-11-01,Romanian Deadlift (Barbell),4,3990.0,70.0,109.7
2023-11-01,Seated Overhead Press (Dumbbell),8,2340.0,27.3,39.9
2023-11-01,Seated Row (Cable),3,2720.0,76.7,112.0
2023-11-01,Squat (Barbell),11,7020.0,52.7,98.0
2023-11-01,Triceps Pushdown (Cable - Straight Bar),3,1658.0,32.5,53.1
2023-11-01,Upright Row (Dumbbell),4,544.0,10.5,16.8
2023-12-01,Bench Press (Barbell),5,3220.0,56.0,95.7
2023-12-01,Bicep Curl (Barbell),6,2361.0,29.9,45.2
2023-12-01,Bicep Curl (Cable),3,914.0,21.3,32.6
2023-12-01,Cable Crossover,3,591.0,13.8,21.1
2023-12-01,Face Pull (Cable),3,780.0,15.0,24.0
2023-12-01,Hammer Curl (Dumbbell),3,396.0,12.0,16.4
2023-12-01,Incline Bench Press (Dumbbell),10,2974.0,29.2,45.3
2023-12-01,Lat Pulldown (Cable),6,6110.0,81.7,123.0
2023-12-01,Lateral Raise (Dumbbell),3,430.0,10.0,15.7
2023-12-01,Pullover (Machine),3,1625.0,32.5,52.0
2023-12-01,Romanian Deadlift (Barbell),8,6770.0,65.0,102.7
2023-12-01,Seated Overhead Press (Dumbbell),11,3520.0,24.9,39.9
2023-12-01,Seated Row (Cable),3,2640.0,66.7,98.0
2023-12-01,Squat (Barbell),9,5310.0,48.9,84.0
2023-12-01,Triceps Extension,6,1733.0,17.5,28.0
2023-12-01,Triceps Pushdown (Cable - Straight Bar),3,1398.0,32.5,52.0
2023-12-01,Upright Row (Dumbbell),3,420.0,10.0,15.3
2024-01-01,Bench Press (Barbell),8,5370.0,62.5,95.7
2024-01-01,Bent Over One Arm Row (Dumbbell),4,1496.0,25.0,40.7
2024-01-01,Bicep Curl (Barbell),12,4673.0,30.5,49.1
2024-01-01,Bicep Curl (Cable),4,515.0,9.4,14.7
2024-01-01,Cable Crossover,14,2060.0,11.4,21.0
2024-01-01,Face Pull (Cable),3,1013.0,18.8,31.9
2024-01-01,Hammer Curl (Dumbbell),7,776.0,11.1,16.0
2024-01-01,Incline Bench Press (Dumbbell),17,5424.0,29.2,45.9
2024-01-01,Lat Pulldown (Cable),9,8020.0,75.6,120.0
2024-01-01,Lateral Raise (Dumbbell),18,2352.0,8.8,16.3
2024-01-01,Leg Extension (Machine),4,3540.0,53.8,88.2
2024-01-01,Lunge (Dumbbell),9,1808.0,16.9,27.3
2024-01-01,Pull Up,12,760.0,5.4,14.7
2024-01-01,Pullover (Machine),12,4216.0,23.9,42.2
2024-01-01,Reverse Fly (Dumbbell),7,660.0,6.9,12.3
2024-01-01,Romanian Deadlift (Barbell),4,3180.0,65.0,100.3
2024-01-01,Seated Calf Raise (Plate Loaded),12,4910.0,21.7,41.7
2024-01-01,Seated Leg Curl (Machine),4,3385.0,65.0,95.3
2024-01-01,Seated Overhead Press (Dumbbell),14,4282.0,26.1,42.9
2024-01-01,Seated Row (Cable),12,8683.0,57.7,112.0
2024-01-01,Seated Row (Machine),4,3570.0,74.4,112.0
2024-01-01,Shoulder Press (Machine),3,1720.0,43.3,63.0
2024-01-01,Shrug (Dumbbell),11,4324.0,24.5,41.6
2024-01-01,Skullcrusher (Barbell),6,1944.0,27.0,41.4
2024-01-01,Split Squat Dumbbell,6,870.0,10.0,15.3
2024-01-01,Squat (Barbell),18,12260.0,51.7,100.3
2024-01-01,Stiff Leg Deadlift (Dumbbell),4,1288.0,25.0,37.3
2024-01-01,Triceps Extension (Cable),6,615.0,7.5,11.3
2024-01-01,Upright Row (Dumbbell),3,330.0,10.0,14.3
2024-02-01,Bent Over Row (Barbell),4,3100.0,57.5,88.0
2024-02-01,Bicep Curl (Barbell),6,2646.0,29.9,48.3
2024-02-01,Bicep Curl (Cable),3,390.0,10.0,14.7
2024-02-01,Cable Crossover,3,475.0,12.5,17.9
2024-02-01,Face Pull (Cable),6,1670.0,17.1,27.4
2024-02-01,Hammer Curl (Dumbbell),6,756.0,12.0,16.8
2024-02-01,Incline Bench Press (Dumbbell),5,1496.0,28.8,44.8
2024-02-01,Incline Curl (Dumbbell),3,426.0,9.3,15.3
2024-02-01,Lateral Raise (Dumbbell),3,360.0,8.0,12.3
2024-02-01,Lying Leg Curl (Machine),6,3248.0,47.1,71.7
2024-02-01,Pull Up,9,590.0,6.7,14.3
2024-02-01,Pullover (Machine),3,1233.0,28.8,46.6
2024-02-01,Reverse Fly (Machine),3,2115.0,45.0,69.0
2024-02-01,Romanian Deadlift (Barbell),8,6710.0,65.0,102.7
2024-02-01,Seated Calf Raise (Plate Loaded),4,1600.0,20.0,34.0
2024-02-01,Seated Row (Machine),6,5070.0,65.0,95.3
2024-02-01,Skullcrusher (Barbell),3,972.0,27.0,38.7
2024-02-01,Split Squat Dumbbell,6,1040.0,12.0,21.0
